"Pnum","Section","Owner","Mixed.species","Species","State.code","Closed","Clear.date","Missing.entire.brood","Suspected.predation","Lay.date","April.lay.date","Lay.date.uncertainty","Lay.date.visit.interval","Laying.rate","Incubation.started","Num.broken.eggs","Expected.hatch.date","Hatch.date","April.hatch.date","Incubation.duration","Total.egg.weight","Num.eggs.weighed","Clutch.size","Num.chicks","Num.chicks.ringed","April.ring.date","Ring.day","Num.live.chicks","Num.dead.chicks","Num.fledglings","Mean.chick.weight","Num.linked.pulli.records","Num.linked.adult.records","Father","Mother","Identified.adults","Chick.ids","Dead.ringed.chick.ids","Experiment.codes","Num.eggs.manipulated","Comments","Legacy.average.egg.weight","Legacy.max.nest.state.code","Legacy.last.visit.date","Legacy.hatch.age.in.days","Legacy.april.hatch.date","Legacy.predation","Legacy.clutch.accuracy","Legacy.mean.fledge.weight","Legacy.num.ringed.dead.chicks","year"
"20221MP17","mp","Anett Kiss","false","g",6,"true","14-06-2022",NA,NA,"16-04-2022",16,"0",6,0.67,"true",0,"06-05-2022","08-05-2022",38,15,5.6,3,8,6,6,52,15,6,0,6,18.46,6,1,"ty68256","ty68332","01103fb172, 01103f94f6",NA,NA,NA,0,"32mm, eggs uncovered cold, FON, FON sitting tight, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP18","mp","Anett Kiss","false",NA,6,"true","15-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP19","mp","Anett Kiss","false",NA,6,"true","15-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP2","mp","Anett Kiss","false",NA,6,"true","15-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP20","mp","Anett Kiss","false","g",6,"true","15-06-2022",NA,NA,"18-04-2022",18,"0",6,1,"true",0,"10-05-2022",NA,NA,NA,6.82,4,10,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"54mm, FON, cold eggs, eggs are cold, suspect abandonment",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP21","mp","Anett Kiss","false","b",6,"true","15-06-2022",NA,NA,"16-04-2022",16,"0",6,1,"true",0,"06-05-2022",NA,NA,NA,3.61,3,8,NA,0,NA,NA,NA,0,0,NA,0,1,NA,"avl3199","011016a8f9",NA,NA,NA,0,"59mm, bluti in box and alarming, FON sitting tight, not hatched, eggs cold, not hatched, eggs cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP22","mp","Anett Kiss","false","b",6,"true","02-06-2022",NA,NA,"30-04-2022",30,"0",6,NA,"true",0,"20-05-2022","19-05-2022",49,12,NA,NA,8,5,0,NA,NA,NA,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"FON, unhatched, fon, FON sitting tight, faceplated, FON, very hungry chicks but still opening beaks, did not catch",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP23","mp","Anett Kiss","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP24","mp","Anett Kiss","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP25","mp","Anett Kiss","false","b",6,"true","14-05-2022",NA,NA,"15-04-2022",15,"0",6,1,"true",0,"07-05-2022","08-05-2022",38,14,4.56,4,10,9,0,NA,NA,NA,9,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"54mm, FON, FON, not hatched, FON, chicks look about day5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP26","mp","Anett Kiss","false","b",6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP27","mp","Anett Kiss","false","g",6,"true","02-06-2022",NA,NA,"18-04-2022",18,"0",6,1,"true",0,"09-05-2022","10-05-2022",40,14,6.92,4,9,6,6,54,15,6,0,6,17.17,6,1,"pf72757","ty68335","01103fa0c9, pf72757",NA,NA,NA,0,"60mm, FON, FON, not hatched, FON sitting tight, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP28","mp","Anett Kiss","false","b",6,"true","02-06-2022",NA,NA,"15-04-2022",15,"0",6,1,"true",0,"07-05-2022","06-05-2022",36,12,4.85,4,10,8,7,50,15,7,4,3,10.23,7,2,"abj6194","atr5072","3b0018f093, 0700edde88",NA,"atr9911, atr9915, atr9913, atr9910",3,0,"53mm, bluti alarm, FON, FON, FON, original yn10, decreased treatment to yn8, yn6 moved to mp80, yn4 received, FON, remarked, nails clipped and photos, faceplated, photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP29","mp","Anett Kiss","false","g",6,"true","14-05-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"06-05-2022","09-05-2022",39,16,7.2,4,7,5,0,NA,NA,NA,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"98mm, FON sitting tight, FON sitting tight, not hatched, FON, not hatched, FON sitting tight",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP3","mp","Anett Kiss","false","b",6,"true","15-06-2022",NA,NA,"17-04-2022",17,"0",10,NA,"true",0,"10-05-2022","08-05-2022",38,11,3,3,11,11,11,52,15,11,5,6,8.98,11,3,"z626631","atr9761","01101752b3, z626631, atr9761",NA,"atr9997, atr9991, atr9994, atr9992, ajy2001",3,0,"adult calling above, didn't have a ring, FON, not hatched, FON sitting tight, original CS9, en8 observed on 25/04, FON, original yn9, increased treatment to yn11, yn3 moved to mp68, yn5 received, remarked, nails clipped and photos, trapped and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP30","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"09-05-2022","09-05-2022",39,13,5.1,4,10,10,9,53,15,9,0,9,11.22,9,2,"s884028","afh5682","01103fca7b, 011016f1b6",NA,NA,NA,0,"85mm, FON, FON, FON, not hatched, FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP31","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"15-04-2022",15,"0",6,NA,"true",0,"03-05-2022","04-05-2022",34,14,4.67,4,6,5,5,48,15,5,0,5,11.28,5,3,"avl7460","atr4741","01103faafa, 01103f9962",NA,NA,3,0,"62mm, bluti pair alarming, FON, not hatched, FON, FON, control treatment, remarked, FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP32","mp","Anett Kiss","false",NA,6,"true","18-04-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"new nest built on old",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP33","mp","Anett Kiss","false","b",6,"true","08-05-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"07-05-2022","08-05-2022",38,14,4.45,4,8,5,0,NA,NA,NA,5,0,NA,0,1,NA,"atr4984","atr4984",NA,NA,NA,0,"67mm, FON, FON, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP34","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"22-04-2022",22,"0",8,NA,"true",0,"12-05-2022","12-05-2022",42,13,4.3,4,8,8,8,56,15,8,0,8,11.07,8,2,"atr4944","atr4852","01103fb4eb, 01101741f1",NA,NA,NA,0,"FON, unhatched, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP34A","mp","Anett Kiss","false","g",6,"true","02-06-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"07-05-2022","08-05-2022",38,14,6.39,4,8,7,6,52,15,6,0,6,17.36,6,2,"ty68262","ty69247","ty68262, ty69247",NA,NA,NA,0,"48mm, FON, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP35","mp","Anett Kiss","false",NA,6,"true","31-05-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP36","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"24-04-2022",24,"0",8,0.71,"true",0,"16-05-2022","15-05-2022",45,12,3.17,3,10,10,3,59,15,3,4,2,8.37,3,1,NA,"ajy2074","ajy2074",NA,"ajy2171",NA,0,"80mm, FON sitting tight, fon, fon, trapped, suspect single parent, hungry chicks",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP37","mp","Anett Kiss","false",NA,6,"true","31-05-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP38","mp","Anett Kiss","false","g",6,"true","13-06-2022",NA,NA,"20-04-2022",20,"2",8,NA,"true",0,"09-05-2022","13-05-2022",43,17,6.78,4,7,4,4,57,15,4,0,4,16.1,4,2,"ts47913","ty70078","01103f9ef1, 0110178c9c",NA,NA,NA,0,"65mm, FON, not hatched, unhatched, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP39","mp","Anett Kiss","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP4","mp","Anett Kiss","false",NA,6,"true","15-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP40","mp","Anett Kiss","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP41","mp","Anett Kiss","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP42","mp","Anett Kiss","false","g",6,"true","13-06-2022",NA,NA,"18-04-2022",18,"0",6,1,"true",0,"08-05-2022","08-05-2022",38,13,7.04,4,8,8,7,52,15,7,0,7,17.64,7,1,"vz33851","te80990","0700eda901, 01103fa879",NA,NA,NA,0,"67mm, FON, FON, not hatched, FON, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP43","mp","Anett Kiss","false","b",6,"true","15-06-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"06-05-2022","06-05-2022",36,13,4.69,4,7,7,7,50,15,7,0,7,11.06,7,3,"avl7464","atr4826","01103fabcf, 01103fc381, avl7464",NA,NA,3,0,"69mm, FON, not hatched, 1 yd1, control treatment, remarked, nails clipped and photos, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP44","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"20-04-2022",20,"0",7,1,"true",0,"12-05-2022","12-05-2022",42,13,4.18,4,10,6,6,56,15,6,0,6,11.17,6,3,"atr4875","atr8224","01103fb8b9, atr8224",NA,NA,3,0,"93mm, FON, FON, not hatched, FON sitting tight, original yn8, decreased treatment to yn6, yn6 moved to mp90, yn4 received, nails clipped and photos, faceplated, trapped and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP45","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"28-04-2022",28,"0",7,NA,"true",0,"19-05-2022","17-05-2022",47,11,NA,NA,9,7,7,61,15,7,2,5,9.61,7,0,NA,NA,NA,NA,"ajy2180, ajy2182",NA,0,"FON, FON, not hatched, chicks look okay, various sizes, one runt",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP46","mp","Anett Kiss","false","b",6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP47","mp","Anett Kiss","false","b",6,"true","29-05-2022",NA,NA,"26-04-2022",26,"0",8,1,"true",0,"16-05-2022","15-05-2022",45,12,3.93,4,8,5,0,NA,NA,NA,5,0,NA,0,1,NA,"ajy2073","ajy2073",NA,NA,NA,0,"95mm, FON but eggs cold, FON, faceplated, trapped, suspect single parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP48","mp","Anett Kiss","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP49","mp","Anett Kiss","false","g",6,"true","02-06-2022",NA,NA,"17-04-2022",17,"0",6,1,NA,0,NA,NA,NA,NA,5.81,4,9,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"62mm, suspect abandonment, abandoned nest",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP5","mp","Anett Kiss","false","b",6,"true","27-05-2022",NA,NA,"21-04-2022",21,"0",8,NA,"true",0,"11-05-2022","13-05-2022",43,15,4.3,4,8,7,0,NA,NA,NA,7,0,NA,0,2,"atr5024","ajy2013","ajy2013, atr5024",NA,NA,NA,0,"FON, FON, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP50","mp","Anett Kiss","false","b",6,"true","02-06-2022",NA,NA,"18-04-2022",18,"0",6,1,"true",0,"10-05-2022","10-05-2022",40,13,4.2,4,10,8,7,54,15,7,2,5,8.54,7,1,NA,"atr9782","atr9782",NA,"ajy2048, ajy2052",3,0,"58mm, pink wool, ground ivy leaves in nest, eggs uncovered cold, FON, FON sitting tight, original yn9, decreased treatment to yn7, yn6 moved to b228, yn4 received FON, remarked, FON, trapped and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP51","mp","Anett Kiss","false","b",6,"true","31-05-2022",NA,NA,"08-04-2022",8,"0",5,1,"true",0,"02-05-2022","03-05-2022",33,14,4.45,4,12,12,12,47,15,12,0,12,11.41,12,3,"afh4021","afh3487","01103fbab5, afh4021, afh3487",NA,NA,3,0,"68mm, FON, FON, not hatched, FON, FON, control treatment, remarked, trapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP52","mp","Anett Kiss","false","b",6,"true","02-06-2022",NA,NA,"16-04-2022",16,"0",6,1,"true",0,"06-05-2022","07-05-2022",37,14,4.05,3,8,7,6,51,15,6,0,6,11.48,6,2,"atr9710","atr5037","01103fb45a, atr9710",NA,NA,3,0,"53mm, lots of pnk wool, FON, FON, not hatched, FON, original yn8, decreased treatment to yn6, yn5 moved to b190, yn3 received, clip nails and photos, remarked, trapped and photos, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP53","mp","Anett Kiss","false","b",6,"true","29-05-2022",NA,NA,"12-04-2022",12,"0",5,1,"true",0,"04-05-2022","05-05-2022",35,14,3.86,4,10,9,8,49,15,8,0,8,10.76,8,2,"atr8231","atr4739","01103fc91c, atr4739",NA,NA,3,0,"74mm, uncovered, maybe little warm, FON, not hatched, original yn10, decreased treatment to yn8, yn6 moved to mp60, yn4 received, remarked, nails clipped and photos, faceplated, trapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP54","mp","Anett Kiss","false","b",6,"true","19-05-2022",NA,NA,"16-04-2022",16,"0",6,0.67,"true",0,"07-05-2022","09-05-2022",39,15,3.48,3,9,8,0,NA,NA,NA,7,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"73mm, FON, not hatched, FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP55","mp","Anett Kiss","false","g",6,"true","13-06-2022",NA,NA,"12-04-2022",12,"0",5,0.67,"true",0,"03-05-2022","03-05-2022",33,13,5.33,3,9,9,9,47,15,9,0,9,18.81,9,2,"ty69215","ty69208","ty69208, ty69215",NA,NA,NA,0,"FON, 43mm, greti pair alarming, parents alarming",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP56","mp","Anett Kiss","false","g",6,"true","26-05-2022",NA,NA,"07-04-2022",7,"0",3,1,"true",0,"25-04-2022","29-04-2022",29,15,6.2,4,8,7,6,43,15,6,0,6,19.32,6,2,"vz33859",NA,"3b004bcfd7, vz33859",NA,NA,NA,0,"64mm nest height, some pink wool, pink wool disappeared, FON, FON, one chick much younger day1-2, faceplated, trapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP57","mp","Anett Kiss","false","b",6,"true","21-05-2022",NA,NA,"15-04-2022",15,"0",3,1,"true",0,"08-05-2022","10-05-2022",40,15,4.33,4,11,10,0,NA,NA,NA,9,0,NA,0,2,NA,"atr8230","atr8230, 01103fa03b",NA,NA,NA,0,"63mm, FON, not hatched, FON, not hatched, faceplated, yn6, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP58","mp","Anett Kiss","false","g",6,"true","30-05-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"06-05-2022","06-05-2022",36,13,6.37,4,7,7,7,50,15,7,0,7,17.3,7,1,NA,"ty68348","01103fbb5b, ty68348",NA,NA,NA,0,"50mm, lots of pink wool, eggs feel maybe kind of warm, not hatched, 1 yd1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP59","mp","Anett Kiss","false",NA,6,"true","13-06-2022",NA,NA,"12-04-2022",12,"5",5,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"64mm, suspect abandonment, cold egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP6","mp","Anett Kiss","false","b",6,"true","21-05-2022",NA,NA,"14-04-2022",14,"0",6,1,"true",0,"07-05-2022","11-05-2022",41,17,4.71,4,11,9,0,NA,NA,NA,9,0,NA,0,1,"atr8058",NA,"01103fa262",NA,NA,NA,0,"68mm, eggs uncovered cold, FON, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP60","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"13-04-2022",13,"0",6,NA,"true",0,"07-05-2022","05-05-2022",35,11,4.72,4,12,12,12,49,15,12,0,12,10.73,12,3,"atr4703","avl7450","0110174e71, 01103fa456, avl7450",NA,NA,3,0,"85mm, FON, not hatched, 1 just about to hatch, FON, original CS10, en9 on 21/04, original yn10, increased treatment to yn12, yn4 moved to mp53, yn6 received, FON, remarked, nails clipped and photos, faceplated, FON, trapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP61","mp","Anett Kiss","false","b",6,"true","27-05-2022",NA,NA,"11-04-2022",11,"0",5,1,"true",0,"04-05-2022","03-05-2022",33,12,3.28,3,11,9,8,47,15,8,0,8,10.9,8,2,"atr4815","atr9701","atr9701, atr4815",NA,NA,3,0,"80mm, FON, faceplated,, FON, FON, original yn11, decreased treatment, yn4 moved to mp67, yn6 received, remarked, nails clipped and photos, catch and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP62","mp","Anett Kiss","false","b",6,"true","02-06-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"09-05-2022","08-05-2022",38,12,4.99,4,10,9,8,52,15,8,1,7,9.9,8,1,NA,"ajy2716","ajy2716",NA,"ajy2849",3,0,"48mm, bluti alarm, FON, not hatched, FON, photos,yn8 en1, FON, original CS8, original yn7, increased treatment to yn9, yn3 moved to b226, yn5 received, remarked, nails clipped and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP63","mp","Anett Kiss","false","g",6,"true","02-06-2022",NA,NA,"13-04-2022",13,"0",6,NA,"true",0,"03-05-2022",NA,NA,NA,6.67,4,8,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"59mm, greti pair alarm, eggs uncovered cold, FON, eggs cold, eggs cold, not hatched, eggs cold, eggs are cold, suspect abandonment, abandoned nest, cold eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP64","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"25-04-2022",25,"0",6,NA,"true",0,"16-05-2022","15-05-2022",45,12,3.16,3,9,8,3,59,15,3,2,3,10.1,3,2,"ajy2072","ajy2071","ajy2071, ajy2072",NA,NA,NA,0,"faceplate was fallen off on arrival, faceplated, FON, trapped, both parents present",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP65","mp","Anett Kiss","false","g",6,"true","02-06-2022",NA,NA,"17-04-2022",17,"0",6,1,"true",0,"07-05-2022",NA,NA,NA,7.49,4,8,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"50mm, FON, eggs cold, eggs are cold, suspect abandonment, cold eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP66","mp","Anett Kiss","false",NA,6,"true","02-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"dead bird found vz30985",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP67","mp","Anett Kiss","false","b",6,"true","29-05-2022",NA,NA,"11-04-2022",11,"0",5,1,"true",0,"06-05-2022","03-05-2022",33,10,4.53,4,13,13,13,47,15,13,0,13,10.82,13,2,"atr5051","atr9702","atr5051, atr9702",NA,NA,3,0,"78mm, FON, 1 runt, remarked, FON, original CS11, FON, increased treatment (original CS11, original BS11 on d3), nails clipped and photos, faceplated, catch and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP68","mp","Anett Kiss","false","b",6,"true","02-06-2022",NA,NA,"16-04-2022",16,"0",6,1,"true",0,"07-05-2022","08-05-2022",38,14,3.68,3,9,8,7,52,15,7,0,7,11.84,7,2,"atr7778",NA,"011016e273, atr7778",NA,NA,3,0,"55mm, eggs uncovered cold, FON, FON, not hatched, FON, photos, yn7, FON, original yn9, decreased treatment to yn7, yn5 moved to mp3, yn3 received, remarked, nails clipped and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP69","mp","Anett Kiss","false","g",6,"true","26-05-2022",NA,NA,"08-04-2022",8,"0",5,0.67,"true",0,"29-04-2022","01-05-2022",31,15,6.45,4,9,8,8,46,16,8,0,8,19.31,8,2,"ty68329","vs84227","0700ed98f8, 01103fc1ac",NA,NA,NA,0,"76mm, FON, sitting tight, FON, not hatched, faceplated, ringed a day late",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP7","mp","Anett Kiss","false","b",6,"true","14-06-2022",NA,NA,"12-05-2022",42,"0",11,1,"true",0,"31-05-2022","31-05-2022",61,13,4,3,7,6,0,NA,NA,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP70","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"18-04-2022",18,"0",6,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"70mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP71","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"24-04-2022",24,"0",8,1,"true",0,"13-05-2022","13-05-2022",43,11,3.59,3,9,7,5,57,15,5,2,5,9.2,5,3,"atr4737","atr5000","atr5000, 030003161a",NA,NA,3,0,"79mm, FON, FON, female ringed, not hatched, fon, FON, original yn8, decreased treatment to yn6, yn5 moved to mp72, yn3 received, remarked, extra young hatched on 18/05, nails clipped and photos, faceplated, trapped and photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP72","mp","Anett Kiss","false","b",6,"true","13-06-2022",NA,NA,"23-04-2022",23,"0",8,1,"true",0,"16-05-2022","13-05-2022",43,10,4.01,4,11,11,7,57,15,7,1,7,8.73,7,2,"atr4758","atr7775","01103fbad0, 0700ee2869",NA,NA,3,0,"53mm, fon, FON, original CS9, FON, original yn9, increased treatment to yn11, yn3 moved to mp71, yn5 received, remarked, nais clipped and photos, faceplated, photos",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP73","mp","Anett Kiss","false",NA,6,"true","13-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP74","mp","Anett Kiss","false","g",6,"true","30-05-2022",NA,NA,"14-04-2022",14,"0",6,NA,"true",0,"04-05-2022","05-05-2022",35,14,6.28,4,8,8,8,49,15,8,0,8,17.86,8,1,"ty69216","ty69444","01103f978a, ty69216",NA,NA,NA,0,"52mm, greti alarm, not hatched, FON, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP75","mp","Anett Kiss","false",NA,6,"true","31-05-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP76","mp","Anett Kiss","false","g",6,"true","13-06-2022",NA,NA,"12-04-2022",12,"5",5,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"93mm, suspect abandonment, cold egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
